💥VIP频道｜测试,#genre#
无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
武进新闻频道,https://live.wjyanghu.com/live/CH1.m3u8?zjiangsd
武乡新闻综合,http://60.220.198.84:81/0.m3u8
武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
武陟新闻综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
武陟新闻综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
舞钢新闻综合,http://live.dxhmt.cn:9081/tv/10481-1.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
舞阳新闻综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
舞阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
西宁新闻综合,https://liveout.xntv.tv/a65jur/96iln2.m3u8
项城新闻,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
新密新闻频道,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
偃师新闻频道,http://live.dxhmt.cn:9081/tv/10381-1.m3u8
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
永城新闻,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
玉林新闻综合,http://51742.hlsplay.aodianyun.com/tv_radio_51742/tv_channel_3289.m3u8?auth_key=4846965841-0-0-9764667fa15da8675d9343a9d685e93b&extra_key=3G7phQNujucfjDfVZX7XtFsfMjeELWIZpjNRADdYpRWOUdAykIw7RkxbAmiF9U934MKf8LNlRPUVp9ooT4UEvKJQlaJrZuMqJnw-UvayII5G4kw7jFgAqhhjpD4DC7gyZEtynT7zMnF8xzE3J1g6soaagSkmkag_tsjqRTH1zeM
原阳新闻综合,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
原阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
岳池新闻综合,http://liveyc.cmc.yuechirmt.cn:80/live/yctv.m3u8?auth_key=1714112398-0-0-d9a6bd74623c01c1c2f9576fe51e8b7b
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8?zzhed
云南文山州新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
运城新闻综合,http://live.0359tv.com/lsdream/ss4Lj11/1000/live.m3u8?zshanxd
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
中国蓝新闻台,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
驻马店新闻综合,http://tvlive.zmdtvw.cn/live/106770611978226682/index.m3u8
吉林|德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8
吉林|九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8
吉林|双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8
吉林|榆树综合频道,http://stream11.jlntv.cn/yushuds/sd/live.m3u8
吉林|镇赉综合频道,http://stream6.jlntv.cn/zl/sd/live.m3u8
吉林|抚松综合频道,http://stream8.jlntv.cn/fs/sd/live.m3u8
吉林|靖宇综合频道,http://stream8.jlntv.cn/jytv/sd/live.m3u8
吉林|临江综合频道,http://stream8.jlntv.cn/linjiang/sd/live.m3u8
吉林|敦化一套,http://stream8.jlntv.cn/dhtv/playlist.m3u8
吉林|珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8
吉林|公主岭综合,http://stream5.jlntv.cn/gzl/sd/live.m3u8
吉林|大安新闻综合,http://stream6.jlntv.cn/da/playlist.m3u8
吉林|洮南新闻综合,http://stream5.jlntv.cn/tn/sd/live.m3u8
吉林|通榆综合,http://stream6.jlntv.cn/ty/sd/live.m3u8
吉林|磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8
吉林|舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8
吉林|梨树综合,http://stream6.jlntv.cn/ls/sd/live.m3u8
吉林|双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8
吉林|伊通综合,http://stream6.jlntv.cn/yt/sd/live.m3u8
吉林|扶余综合,http://stream6.jlntv.cn/fy/sd/live.m3u8
吉林|乾安综合,http://stream6.jlntv.cn/qa/sd/live.m3u8
吉林|柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8
吉林|图们综合,http://stream6.jlntv.cn/tm/sd/live.m3u8
吉林|汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8


💥暮雨｜晴天,#genre#

BBC Lifestyle,P2p://starvod.xyz:19806/27347d1bc804406482a87d2bab2669c9
民视,P2p://starvod.xyz:19806/ce8fdea4216b40b09befe57f0d6e8d6c
台视,P2p://starvod.xyz:19806/0939ed2b76974b0ebca299802f6a3b42
Lifetime,P2p://starvod.xyz:19806/aa88bec22a9c492285d5767d3d18ad16
大爱,P2p://starvod.xyz:19806/0a689e11278c400f867e133a29c76a3b
KLT-靖天国际台,P2p://starvod.xyz:19806/8d39d7cfe6d74224bc839477118b0675
中视,P2p://starvod.xyz:19806/5377922caae64099b359685e49a2be94
霹雳台湾台,P2p://starvod.xyz:19806/1860b505ae89483a832b2e0d1347cea8
HGTV居家乐活频道,P2p://starvod.xyz:19806/757d2271d10a46eba1301b5883f27cff
华视,P2p://starvod.xyz:19806/7704edacec12476cac8bb31cc156aa54
Love Nature,P2p://starvod.xyz:19806/d624948eccc54d84895767aaf7fda7e7
公视,P2p://starvod.xyz:19806/a632b1799d814ec8a92eaf6dcac5dfcf
美食星球,P2p://starvod.xyz:19806/810a4aeb30374147bb7c8c34ad663d2c
亚洲美食频道,P2p://starvod.xyz:19806/599768848e21404ea43b2e2687427383
好消息,P2p://starvod.xyz:19806/c70f224d9b884b55b12d262666ec065d
亚洲旅游台,P2p://starvod.xyz:19806/9655708b3d9b449c8d5ade6b2aa430db
EYE TV旅游台,P2p://starvod.xyz:19806/df2b42398f4043edba6e11ab10e2d837
原住民电视台,P2p://starvod.xyz:19806/9966b797990f47119693c1db494c74a6
好消息2台,P2p://starvod.xyz:19806/4f880566f5264d9fb2ad5526ad787581
三立综合台,P2p://starvod.xyz:19806/7f86a0ccab984fb29a3785a624d77be2
靖天资讯台,P2p://starvod.xyz:19806/bc82472bbcf649c6838f5057cd5cd46f
靖天综合台,P2p://starvod.xyz:19806/26931c6d1850461797b37822e1aefa92
靖天育乐台,P2p://starvod.xyz:19806/f2afeb5eee634fce849341d664b66e84
中视经典台,P2p://starvod.xyz:19806/0def3e81f17a40339853a8adbc580160
中视菁采台,P2p://starvod.xyz:19806/3918c9baac3049e59595c1d104e75723
客家电视台,P2p://starvod.xyz:19806/2beee535dd694ae89c67c9d477f21079
TVBS精采台,P2p://starvod.xyz:19806/25b73767a8b24341a0405db75d4c6387
壹电视综合,P2p://starvod.xyz:19806/b7821b53c0e04d46a8f0cbaa9e901dc8
纬来精采,P2p://starvod.xyz:19806/4294e1fdac314ecdb22c0658735772e4
ETtoday综合台,P2p://starvod.xyz:19806/77e9cf51197747038b515fcc0ebe5e6a
台视综合台,P2p://starvod.xyz:19806/f73785a5a23d44e49480362553669faa
民视第一台,P2p://starvod.xyz:19806/546bb2e3696a47cf909539a20cf5dd72
民视台湾台,P2p://starvod.xyz:19806/8271759565c04b34a44c1717457182de
Nice TV靖天欢乐台,P2p://starvod.xyz:19806/7113ebf6b4f244528ac15f03aa455842
探索频道,P2p://starvod.xyz:19806/6bf686a8e3514b75b38fe7a4dbb813af
八大优频道,P2p://starvod.xyz:19806/a0295dd3cc36418097d62066aae1a01c
三立戏剧台,P2p://starvod.xyz:19806/77b3538a8215427497b3129f4373b81d
龙华戏剧,P2p://starvod.xyz:19806/6c446c9e16264e5ba1163581db5884cc
靖天戏剧台,P2p://starvod.xyz:19806/4228fbd2137245b88e3d7062f2558322
靖洋戏剧台,P2p://starvod.xyz:19806/515748f902854ef59250c303ebbdec12
靖天日本台,P2p://starvod.xyz:19806/8c770c1675c74c1ca29bf725da3d4eb5
i-Fun动漫台,P2p://starvod.xyz:19806/7479b61608a2491babe648fa88b2910d
韩国娱乐台,P2p://starvod.xyz:19806/e4e91524aecc48468daacc6be445c285
达文西频道,P2p://starvod.xyz:19806/856e50e9a7c249c0b3829cc952d7a04e
动物星球,P2p://starvod.xyz:19806/e1b236b5a086437e9c190716425bd94e
ROCK Extreme,P2p://starvod.xyz:19806/03b062ab2ce140aaa6afb20291f8ed64
中视新闻台,P2p://starvod.xyz:19806/e25205d9efe049d4a427901279af9d80
寰宇新闻台,P2p://starvod.xyz:19806/cadbcac691e049b3b0264413a6c24fef
华视新闻,P2p://starvod.xyz:19806/bec268beeb064f84ad28d2eb07f164e1
CN卡通频道,P2p://starvod.xyz:19806/7bb3d3e11e994c76a04b865e0aa939c1
NHK新闻资讯台,P2p://starvod.xyz:19806/d8369af40473434397889cd5c271b3b6
美亚电影台HD,P2p://starvod.xyz:19806/c160feecc40d442b8ab7d78e36fa32bd
龙华电影,P2p://starvod.xyz:19806/ce88a133c99b4fbd9dd59468c1b5f535
Smart知识台,P2p://starvod.xyz:19806/7011a97983e74739a72c0b5259dd62a7
靖天映画,P2p://starvod.xyz:19806/d7458b40801b4e09b10863b4e5b738c6
MOMO亲子台,P2p://starvod.xyz:19806/e1b1b1c483004db78f46db2ecfb830e6
靖天电影台,P2p://starvod.xyz:19806/84b05eb1eedd4403adf456b9f21e10cc
WARNER TV,P2p://starvod.xyz:19806/beac9d55fe9e4cde8c311c1f4ddc9722
公视台语台,P2p://starvod.xyz:19806/26a7c760340c4fdda70978cb1df56fa9
amc电影台,P2p://starvod.xyz:19806/b1a9ce70773442a09a7d48086cc87c36
东森幼幼台,P2p://starvod.xyz:19806/712c05eb73ea47258ae6d0fd6f4c0647
HBO Family,P2p://starvod.xyz:19806/550a15f859854dde86c5e0eb8f59aab6
CatchPlay电影台,P2p://starvod.xyz:19806/35ccbbfe058f49d8a8797b8626751283
CinemaWorld,P2p://starvod.xyz:19806/d99fc28633cc48abb18753c7b669b35d
壹电视电影台,P2p://starvod.xyz:19806/0651dd087dde4e379add5f6e4e508f7c
纬来综合台,P2p://starvod.xyz:19806/754447be82054b969c202786cf51ac72
采昌影剧台,P2p://starvod.xyz:19806/826843b6efa4482f8dfbf23f0c46403e
八大第一台,P2p://starvod.xyz:19806/2f86e55ef1ab414abee91c3091108d32
佛卫慈悲台,P2p://starvod.xyz:19806/a85b40e681db4f99a2d063f22644d6c9
八大综合台,P2p://starvod.xyz:19806/affc6203c9c4465291b8c5a11490bc85
三立台湾台,P2p://starvod.xyz:19806/deec6a7bf41647728cb6a7cae158dcce
三立都会台,P2p://starvod.xyz:19806/08d7d40a8cb6468eb3d62e2a36508d30
东森综合台,P2p://starvod.xyz:19806/49ebde7b61f24404a020b421b1b8e381
超视,P2p://starvod.xyz:19806/16a5b2a7cfdc453f98d665921b8221ec
中天综合台,P2p://starvod.xyz:19806/d10034d952ad45aeb0e0bce47d197db3
中天娱乐台,P2p://starvod.xyz:19806/388b574a22e14a17a5c241d467065029
东森戏剧台,P2p://starvod.xyz:19806/3ec8e0d8b6404523951bb824aefa1e30
八大戏剧台,P2p://starvod.xyz:19806/7847c7f17b724f8b9a0e252c6b7f5eec
TVBS欢乐台,P2p://starvod.xyz:19806/74aa744d1a8a4c4bb9071caf976950f5
纬来戏剧台,P2p://starvod.xyz:19806/50b222848a47400098b820c6fa619abd
高点综合台,P2p://starvod.xyz:19806/27fe3138f6674d8a8fdcd47b20759b98
Bloomberg TV,P2p://starvod.xyz:19806/712f24e740244820a103847493e77ae8
HITS,P2p://starvod.xyz:19806/d702858c1e4f43739a01d63b99c25ff3
壹电视新闻台,P2p://starvod.xyz:19806/d180cd178cff42768dfc410d65520890
东森新闻台,P2p://starvod.xyz:19806/d9a1a5e277ca4b60ad04eaf17ba38a2c
中天新闻台,P2p://starvod.xyz:19806/918e721dfa0843bca7258ca35b380bca
民视新闻台,P2p://starvod.xyz:19806/f636aeefec7741e883f403741cfc3af9
三立新闻台,P2p://starvod.xyz:19806/641bca931cf4466388997ece407fb3b4
TVBS新闻台,P2p://starvod.xyz:19806/f9bdda27aa4d4122bd5a54e0c504028f
TVBS,P2p://starvod.xyz:19806/359d99b4a2064ba2b9956a39f0484542
东森财经新闻台,P2p://starvod.xyz:19806/1ef68fe1e1cc4e078f6c0eddea59fea0
非凡新闻台,P2p://starvod.xyz:19806/6dd2e2dfddc14417a8e17e09fa560034
MOMO综合台,P2p://starvod.xyz:19806/65ec2552e4c34c56a16d326ad4bc39bb
东森电影台,P2p://starvod.xyz:19806/b59a828c6615442f8e84a92f98f2a639
纬来电影台,P2p://starvod.xyz:19806/1fe860684a4a4bdba10241a0d875cec2
龙祥电影,P2p://starvod.xyz:19806/28d63cf498464e80b5878ccf7c27f9ed
HBO,P2p://starvod.xyz:19806/8001ad8f9cef4014b5a42c3565b94d5a
东森洋片台,P2p://starvod.xyz:19806/a1cff1d8503f49dfbc5c69dbbe56ac3d
AXN,P2p://starvod.xyz:19806/24b68d9ea90c45f0bb479d94a6cd864a
好莱坞电影台,P2p://starvod.xyz:19806/d8cb07c40ca0491a8df79a4ff8d8f240
CINEMAX,P2p://starvod.xyz:19806/a42505fa7901405f9840d25bf596f626
纬来育乐台,P2p://starvod.xyz:19806/0210b5121f1b4e84a025f357bfa1e7db
纬来体育台,P2p://starvod.xyz:19806/8c83262ffbee455e98a6a4224a01a34d
DAZN 1,P2p://starvod.xyz:19806/1fb95fc5307146eaa2273446cdeb285c
JET综合台,P2p://starvod.xyz:19806/328a45e71eaa413ea193a365c8483f91
国兴卫视,P2p://starvod.xyz:19806/017d28d9a6e14623be7ec320af3a28c7
Z频道,P2p://starvod.xyz:19806/4c5efc113a1e45f981a451621fa850d9
Animax,P2p://starvod.xyz:19806/0010b46e0a6f44ac9cfcd38d8a5c4051
人间卫视,P2p://starvod.xyz:19806/da038bb8efac463484d79e388dfa54fa
尼克儿童频道,P2p://starvod.xyz:19806/b491c75c3cb24b4e92e7a6a73b1e45c6
八大娱乐台,P2p://starvod.xyz:19806/4c3181482fb046feb46902f29efe3edb
三立iNEWS,P2p://starvod.xyz:19806/4adf9f965029490bb58cf8603413c212
龙华偶像,P2p://starvod.xyz:19806/a34a52e630064e30bcb84e19f349cc8e
tvN,P2p://starvod.xyz:19806/7ca4c68c25b7482d9f7660b580c28f45
France24,P2p://starvod.xyz:19806/53794c7a8e44448fb9b8463f98eb419a
非凡商业台,P2p://starvod.xyz:19806/ae8ee061dee047da98d4e753e3c31712
公视3台,P2p://starvod.xyz:19806/26447a717eb7455db5da4db6b5b66afe
大爱2台,P2p://starvod.xyz:19806/9d78143d086642b7bf8bbb9775481715
ELTV生活英语台,P2p://starvod.xyz:19806/88e93ef8622a417283650de3c8821c2b
靖洋卡通Nice Bingo,P2p://starvod.xyz:19806/cea23629d2be4b57a0a6bd7bd41cef25
靖天卡通台,P2p://starvod.xyz:19806/0198c0e2e5364fa2a1b7505b3b88d52d
Nick Jr.,P2p://starvod.xyz:19806/0f5b1be36f394e1faf807e113b0d1d5e
Mezzo Live,P2p://starvod.xyz:19806/bb4d3b7a00364f04a1345b4510cbf485
CLASSICA 古典乐,P2p://starvod.xyz:19806/c3d8d64752d547d680e0b51e4da27bdd
爱尔达体育1台(备),P2p://starvod.xyz:19806/e5e73d7236834531998a624d086fe741
爱尔达体育2台,P2p://starvod.xyz:19806/f334fde3bc7648c98e3bb42f540d8f4a
TRACE Sport Stars,P2p://starvod.xyz:19806/da2cea39b9c5401fb0e667429acb1423
博斯高球,P2p://starvod.xyz:19806/555435039c85446db7e6a6dd0412139a
博斯高球二台,P2p://starvod.xyz:19806/78d1bfbf2e694df39fcfd2671732257a
博斯网球台,P2p://starvod.xyz:19806/5840f4001425418fb95b857be4062c9e
博斯魅力网,P2p://starvod.xyz:19806/140dc1a23c914b9eaa69a5e59da8d8d6
博斯无限台,P2p://starvod.xyz:19806/c27117ba47a54497b21a3e87d128d18a
博斯无限二台,P2p://starvod.xyz:19806/dab27ef8334d45aaa23ed36bf71e0238
博斯运动,P2p://starvod.xyz:19806/c35478967e7c482a8b71974e2ea837e8
DAZN 2,P2p://starvod.xyz:19806/1872d7245447487788babe62db52ee45
智林体育台,P2p://starvod.xyz:19806/b1f593f9121b47f6afcb7bd48fba64de
博斯运动二台,P2p://starvod.xyz:19806/76b2c9ef9ffb4a818122bbf843ed1dc1
HBO强档巨献,P2p://starvod.xyz:19806/0e1f3763c81b4129abbe07590c4c8e17
HBO原创巨献,P2p://starvod.xyz:19806/d99641dc9e24460ab5209a760947b893
BBC Earth,P2p://starvod.xyz:19806/3971cd0f3c7a4e8f8cf180a28c32db74
Discovery Asia,P2p://starvod.xyz:19806/d07aa520d12d4998acf7f0483453fd94
Discovery科学频道,P2p://starvod.xyz:19806/568dd96a990d41eb882e444e886548ad
DMAX,P2p://starvod.xyz:19806/3609a24123ad423aa2af1149262a0334
EVE,P2p://starvod.xyz:19806/a793ed8cc9d947be8e27bcf870747daa
历史频道,P2p://starvod.xyz:19806/af5f9d7165964b1396cae33aa32e8371
罪案侦缉频道,P2p://starvod.xyz:19806/3d01a45699894a0abe25df69bc75c14c
EYE TV戏剧台,P2p://starvod.xyz:19806/0e4795c735db4a3db49b096e8f0cc3c3
台视新闻台,P2p://starvod.xyz:19806/1a0bd6c6962240fba38bbe0356c45c0e
寰宇新闻台湾台,P2p://starvod.xyz:19806/02a63e20ea0d48bcaae9d58d891ba9e1
台视财经台,P2p://starvod.xyz:19806/83dc28880d16492f8be4a34da7ab6537
纬来日本,P2p://starvod.xyz:19806/50efc289084b498f9ce6cf3176a6c092
爱尔达影剧台,P2p://starvod.xyz:19806/a9def72aeb3d4caebc07e85941943199
影迷数位电影台,P2p://starvod.xyz:19806/fef728c9e1c548e2ac126b37cda494b1
爱尔达体育1台,P2p://starvod.xyz:19806/aa5aa81fbe7d4c7daae116a35c321948
爱尔达体育3台,P2p://starvod.xyz:19806/9e665630abc0455a87e23f321d47af0e
爱尔达体育4台,P2p://starvod.xyz:19806/8d0b0ffee633497d986144d7d636fe3d
镜新闻,P2p://starvod.xyz:19806/27f4f124411a4609815f13d46d0e04a8
东森购物1台,P2p://starvod.xyz:19806/50e83fdd8a814dc4948599a17c64c219
东森购物2台,P2p://starvod.xyz:19806/90bd923aa1ed4fb792944e4ac438e9de
TechStorm,P2p://starvod.xyz:19806/3ecd80281514495bbc4adb297da6fe6a
年代新闻,P2p://starvod.xyz:19806/45ff982396bd48aeabb7c438fc3cd3fc
中天新闻台(备),P2p://starvod.xyz:19806/b4ddd6ec59bf476ba829b8438b753e94
东风卫视,P2p://starvod.xyz:19806/564c69615f704251a67586ef2f1a0852
东森新闻台(备),P2p://starvod.xyz:19806/6d30e453364c40918c6368d84931443a
爱尔达体育2台(备),P2p://starvod.xyz:19806/0453a412e18545ffa1694fb136335069
爱尔达体育3台(备),P2p://starvod.xyz:19806/661615a74d454268923b4125bad4195d
无线新闻台(备),P2p://starvod.xyz:19806/a1e39a132b144930a1c80bf6f38a0ec8
TVB娱乐新闻台,P2p://starvod.xyz:19806/02664ece24a04cda978a76b8a1f80380
无线新闻台,P2p://starvod.xyz:19806/18435943acca42c1ae41dc516a61945b
PopC,P2p://starvod.xyz:19806/d5d2d5fff90e4463aa0d286259a37964
ViuTVsix,P2p://starvod.xyz:19806/b7d50920518f464d84ed904cb795ac99
ViuTV,P2p://starvod.xyz:19806/ebbf4edfe81542c0a0bc1b525efe077d
凤凰中文台,P2p://starvod.xyz:19806/44ebb414ba4244c5850e3bfa0a6f8994
凤凰资讯台,P2p://starvod.xyz:19806/174abe242b56414e822f0a6df72730cd
凤凰香港台,P2p://starvod.xyz:19806/783f37f450a54b219429dcaf1783f0b5
TVB星河,P2p://starvod.xyz:19806/cf159dce09d742c19e0549c8918f2435
澳门-MACAU,P2p://starvod.xyz:19806/bf8314908fe041eca35b999074b1b2a8
澳门莲花,P2p://starvod.xyz:19806/3b31982da9184ad7923cab20ccaaab2a
港台电视34,P2p://starvod.xyz:19806/39ddff19452941feb9a61369d936ae3e
HKC 18,P2p://starvod.xyz:19806/35cf3456625848e28bf00522601e88ba
戏曲台,P2p://starvod.xyz:19806/36ab88ff3b3f49abbcc63989d7b938c9
翡翠台,P2p://147.135.39.171:9906/6763d686000bd4b39dc7adf53eb36f55
千禧经典台,P2p://starvod.xyz:19806/9d97aabde8c14fa581a17ad455b95025
Thrill,P2p://starvod.xyz:19806/223c78877367436a917585523b400765
明珠台,P2p://starvod.xyz:19806/e2054363d25a4d4192c9640a1d4611a6
now财经台,P2p://starvod.xyz:19806/a5a2319f50934fc7a00e3adb2a315fc5
美亚电影台(粤语),P2p://starvod.xyz:19806/96d0682c8ff847729b749930385aa521
18台,P2p://starvod.xyz:19806/0a213b4dceb541c7933317b6a217af77
HOY资讯台,P2p://starvod.xyz:19806/ff5db7e3185044e1b29273ef7d7e14ea
SUPER Kids,P2p://starvod.xyz:19806/d4c220d6cdf140678603378ca48cf050
粤语片台,P2p://starvod.xyz:19806/33e6da0fd9084e61a8edbacd1730a53d
亚洲剧台,P2p://starvod.xyz:19806/623350e53f034ed28ff3cf504379d104
功夫台,P2p://starvod.xyz:19806/3d92757e089843c49a3ee57cdf57643c
now新闻台,P2p://starvod.xyz:19806/8650dd19e98f439a94f9cebf1b1212fe
香港国际财经台,P2p://starvod.xyz:19806/8fced72073434411a69a2b07ca0c6fc3
黄金翡翠台,P2p://starvod.xyz:19806/1ce6cad822f54b5ba5a6bad081157d9b
翡翠台(备),P2p://starvod.xyz:19806/9503733b8529467c953544bd59495842

beIN Sports,P2p://starvod.xyz:19806/61cbf448494144ada3f75f4ab099f128
TLC旅游生活,P2p://starvod.xyz:19806/2505b704672a424aa9355f15c11e7596
TVB娱乐新闻台,P2p://starvod.xyz:19806/02664ece24a04cda978a76b8a1f80380
TV1,P2p://starvod.xyz:19806/4c52dcac3db64579b5104ed411656bf8
TV2,P2p://starvod.xyz:19806/02680bd65e5844a7a08e890c0566d0f2
TV3,P2p://starvod.xyz:19806/3659fe3176304cc88f937517e528bb32
NTV7,P2p://starvod.xyz:19806/1f0c960dec6b4a5ea71bdf66b0f12ddd
八度空间,P2p://starvod.xyz:19806/d526e7f3f5c742d99e053a65279d1e5b
TV9,P2p://starvod.xyz:19806/dc219f80bc0c4025a6fcbb78eed90722
Astro Oasis HD,P2p://starvod.xyz:19806/0ad4c26ff54d476cafb8470c37f241ad
Al-Hijrah,P2p://starvod.xyz:19806/1ca9795d622343b69a203420f7b27d26
SUN TV,P2p://starvod.xyz:19806/637f4884e952456a8e781d0314eb1915
爱奇艺,P2p://starvod.xyz:19806/692692cc822d4f45b995754bf7aa0f84
Astro Arena 2,P2p://starvod.xyz:19806/f481b29d428b416190d440987e2783b2
天映频道,P2p://starvod.xyz:19806/d42eb59a701444d8b0d804f475682092
翡翠台,P2p://starvod.xyz:19806/efa14f04083d44f7af6a29c98b06ba45
Astro AOD HD 311,P2p://starvod.xyz:19806/4b0c1e74ce4748719d497d69965cf282
中天亚洲台,P2p://starvod.xyz:19806/761e3fb682e6459ca4dbafa0e9739187
TVB星河,P2p://starvod.xyz:19806/cf159dce09d742c19e0549c8918f2435
天映经典,P2p://starvod.xyz:19806/262d18e456734e0b861f998983c328a6
Astro欢喜台,P2p://starvod.xyz:19806/c76e101f7bb24d28ab2bd164e8ac350a
KBS World,P2p://starvod.xyz:19806/f5373fd4d9224213a84809ffef30ab3e
tvN Movies HD,P2p://starvod.xyz:19806/f400835a12764b11be20a0702c661a1b
Astro Awani,P2p://starvod.xyz:19806/24951a9c42fb4fe1b3ec30776cbe6336
CGTN,P2p://147.135.39.171:9906/67401ba5000028f7123586380c484e3a
BBC World News,P2p://starvod.xyz:19806/e83e36626974430a8e426edd35ace5f3
CNBC,P2p://starvod.xyz:19806/e96a82adc3c2419788ea3c76a60950d6
Bloomberg TV,P2p://starvod.xyz:19806/712f24e740244820a103847493e77ae8
Astro Ceria,P2p://starvod.xyz:19806/555e31688aa14801bbfe82eba4c2547b
Boomerang,P2p://starvod.xyz:19806/5e53fa85030546de928bae0d6fb2e495
KIX,P2p://starvod.xyz:19806/274abbab9a2943969715aec463043883
HITS,P2p://starvod.xyz:19806/d702858c1e4f43739a01d63b99c25ff3
Astro Arena,P2p://starvod.xyz:19806/97b9a05753124eebaf2913c4dc28cdd5
Astro Premier League,P2p://starvod.xyz:19806/a5b66fedb9304aa0ab9a6484da8d4fba
Astro Premier League 2,P2p://starvod.xyz:19806/8c7b103d31434042b04004fb0ba977b2
Astro Grandstand,P2p://starvod.xyz:19806/7ba22f9bd2594ac5b962fafd9e44035a
Astro Football,P2p://starvod.xyz:19806/1eed23ce952940969e68e1bb4a97fd50
beIN Sports 3,P2p://starvod.xyz:19806/8f493633d3c74184a9c1247d669331da
WWE,P2p://starvod.xyz:19806/c39f543ae00843cc99f05a92e7f05b7b
Sky News,P2p://starvod.xyz:19806/bd65bd90cc8a4b4c94ff7f05e93a8752
France24,P2p://starvod.xyz:19806/53794c7a8e44448fb9b8463f98eb419a
